str1		str2		str3		val1	val2	val3	dist	result		val
00000000000000000000000000000000001	00000000000000100000000000000000000	00000000100000000000000000000000000	0	20	26	5	0000010342		722
00000000000000000000000000000000001	00000000000000100000000000000000000	00100000000000000000000000000000000	0	20	32	5	0001030434		17619
00000000000000000000000000000000001	00000000000010000000000000000000000	00000010000000000000000000000000000	0	22	28	5	0000010342		722
00000000000000000000000000000000001	00000000001000000000000000000000000	00001000000000000000000000000000000	0	24	30	5	0000010342		722
00000000000000000000000000000000001	00000000100000000000000000000000000	00100000000000000000000000000000000	0	26	32	5	0000010342		722
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000000000000000000000010000000	1	3	7	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000000000000000000001000000000	1	3	9	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000000000000000010000000000000	1	3	13	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000000000000001000000000000000	1	3	15	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000000000010000000000000000000	1	3	19	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000000001000000000000000000000	1	3	21	5	0001030420		17610
00000000000000000000000000000000010	00000000000000000000000000000001000	00000000010000000000000000000000000	1	3	25	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000001000	00000001000000000000000000000000000	1	3	27	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000001000	00010000000000000000000000000000000	1	3	31	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000010000	00000000000000000000000000100000000	1	4	8	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000010000	00000000000000000000001000000000000	1	4	12	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000010000	00000000000000100000000000000000000	1	4	20	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000010000	00000000001000000000000000000000000	1	4	24	5	0000030412		1982
00000000000000000000000000000000010	00000000000000000000000000000010000	00000010000000000000000000000000000	1	4	28	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000010000	00100000000000000000000000000000000	1	4	32	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000100000	00000000000000000000000000010000000	1	5	7	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000100000	00000000000000000000010000000000000	1	5	13	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000100000	00000000000000000100000000000000000	1	5	17	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000100000	00000000000000010000000000000000000	1	5	19	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000100000	00000000000100000000000000000000000	1	5	23	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000100000	00000000010000000000000000000000000	1	5	25	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000000100000	00000100000000000000000000000000000	1	5	29	5	0001030402		17602
00000000000000000000000000000000010	00000000000000000000000000000100000	00010000000000000000000000000000000	1	5	31	5	0000032411		2231
00000000000000000000000000000000010	00000000000000000000000000001000000	00000000000000000000000010000000000	1	6	10	5	0000030412		1982
