str1		str2		str3		val1	val2	val3	dist	result		val
00000000001000	00001000000000	10000000000000	3	9	13	5	0001030433		17618----------- 10  4  0  
00000000001000	00100000000000	01000000000000	3	11	12	5	0001030211		17556----------- 10  2  1  
00000000010000	00000000100000	00000100000000	4	5	8	5	0001030214		17559----------- 9  8  5  
00000000010000	00000001000000	00010000000000	4	6	10	5	0001030402		17602----------- 9  7  3  
00000000010000	00000001000000	01000000000000	4	6	12	5	0001030213		17558----------- 9  7  1  
00000000010000	00000010000000	00000100000000	4	7	8	5	0001030214		17559----------- 9  6  5  
00000000010000	00000010000000	00100000000000	4	7	11	5	0001030214		17559----------- 9  6  2  
00000000010000	00000010000000	01000000000000	4	7	12	5	0001020321		16961----------- 9  6  1  
00000000010000	00000100000000	00010000000000	4	8	10	5	0001030402		17602----------- 9  5  3  
00000000010000	00000100000000	00100000000000	4	8	11	5	0001030214		17559----------- 9  5  2  
00000000010000	00001000000000	01000000000000	4	9	12	5	0001020321		16961----------- 9  4  1  
00000000010000	00010000000000	01000000000000	4	10	12	5	0001030402		17602----------- 9  3  1  
00000000100000	00000001000000	00001000000000	5	6	9	5	0001030214		17559----------- 8  7  4  
00000000100000	00000010000000	00100000000000	5	7	11	5	0001030402		17602----------- 8  6  2  
00000000100000	00000100000000	00001000000000	5	8	9	5	0001030214		17559----------- 8  5  4  
00000000100000	00000100000000	01000000000000	5	8	12	5	0001020321		16961----------- 8  5  1  
00000000100000	00001000000000	00100000000000	5	9	11	5	0001030402		17602----------- 8  4  2  
00000000100000	00001000000000	01000000000000	5	9	12	5	0001030211		17556----------- 8  4  1  
00000000100000	00100000000000	10000000000000	5	11	13	5	0001030402		17602----------- 8  2  0  
00000001000000	00000010000000	00010000000000	6	7	10	5	0001030214		17559----------- 7  6  3  
00000001000000	00000100000000	01000000000000	6	8	12	5	0001030211		17556----------- 7  5  1  
00000001000000	00001000000000	00010000000000	6	9	10	5	0001030214		17559----------- 7  4  3  
00000001000000	00010000000000	01000000000000	6	10	12	5	0001030213		17558----------- 7  3  1  
00000010000000	00000100000000	00100000000000	7	8	11	5	0001030214		17559----------- 6  5  2  
00000010000000	00010000000000	00100000000000	7	10	11	5	0001030214		17559----------- 6  3  2  
00000100000000	00001000000000	01000000000000	8	9	12	5	0001020321		16961----------- 5  4  1  
00000100000000	00100000000000	01000000000000	8	11	12	5	0001020321		16961----------- 5  2  1  
